"Missing","MissingUrl","Count","Candidate","CandidatePath","Score","Common"
"proc-pla-001-production-planning-and-scheduling.html","../../../05-Processes/09-PROC-PLA/proc-pla-001-production-planning-and-scheduling.html","1","sop-501-production-planning-scheduling-and-dispatch-control.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-501-production-planning-scheduling-and-dispatch-control.html","0.6","production planning scheduling"
"proc-pla-001-production-planning-and-scheduling.html","../../05-Processes/09-PROC-PLA/proc-pla-001-production-planning-and-scheduling.html","1","sop-501-production-planning-scheduling-and-dispatch-control.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-501-production-planning-scheduling-and-dispatch-control.html","0.6","production planning scheduling"
"proc-pla-001-production-planning-and-scheduling.html","../05-Processes/09-PROC-PLA/proc-pla-001-production-planning-and-scheduling.html","1","sop-501-production-planning-scheduling-and-dispatch-control.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-501-production-planning-scheduling-and-dispatch-control.html","0.6","production planning scheduling"
"sop-qms-016-product-safety-and-conformity.html","../../04-SOPs/sop-qms-016-product-safety-and-conformity.html","1","sop-703-product-safety-conformity-and-fod-prevention.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-703-product-safety-conformity-and-fod-prevention.html","0.6","product safety conformity"
"annex-qms-006-power-automate-flows-and-approvals-spec.html","../09-Annexes-References/01-ANNEX-QMS/annex-qms-006-power-automate-flows-and-approvals-spec.html","1","ref-011-power-automate-flows.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-011-power-automate-flows.html","0.6","power automate flows"
"frm-cnc-001-cnc-setup-and-first-piece-verification.html","../07-Forms-Records/01-FRM-CNC/frm-cnc-001-cnc-setup-and-first-piece-verification.html","1","frm-511-setup-and-first-piece-record.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-511-setup-and-first-piece-record.html","0.5","setup first piece"
"frm-whs-009-clean-packaging-checklist.html","../07-Forms-Records/14-FRM-WHS/frm-whs-009-clean-packaging-checklist.html","1","frm-707-packaging-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-707-packaging-checklist.html","0.5","packaging checklist"
"frm-qa-007-fai-report.html","../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-522-crash-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-522-crash-report.html","0.5","report"
"wi-ops-019-ultrasonic-cleaning-standard-work.html","../06-Work-Instructions/02-WI-OPS/wi-ops-019-ultrasonic-cleaning-standard-work.html","1","","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\","0.5","ultrasonic cleaning"
"frm-qms-002-internal-audit-checklist.html","../07-Forms-Records/12-FRM-QMS/frm-qms-002-internal-audit-checklist.html","1","frm-902-layered-process-audit-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\09-FRM-900\frm-902-layered-process-audit-checklist.html","0.5","audit checklist"
"03-job-descriptions","../08-Organization/03-Job-Descriptions","1","frm-203-job-traveler.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-203-job-traveler.html","0.5","job"
"frm-hr-trn-006-certification-tracking-log.html","../../../07-Forms-Records/04-FRM-HR/frm-hr-trn-006-certification-tracking-log.html","1","frm-213-rma-tracking-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-213-rma-tracking-log.html","0.5","tracking log"
"proc-ops-003-escalation-sla-and-wip.html","../../05-Processes/08-PROC-OPS/proc-ops-003-escalation-sla-and-wip.html","1","ref-005-escalation-and-sla-matrix.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-System\ref-005-escalation-and-sla-matrix.html","0.5","escalation sla"
"frm-mnt-005-machine-history-card.html","../07-Forms-Records/07-FRM-MNT/frm-mnt-005-machine-history-card.html","1","frm-524-machine-history-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-524-machine-history-log.html","0.5","machine history"
"frm-qa-007-fai-report.html","../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-653-a3-pdca-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-653-a3-pdca-report.html","0.5","report"
"frm-qa-007-fai-report.html","../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-811-incident-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-811-incident-report.html","0.5","report"
"frm-qa-007-fai-report.html","../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-652-capa-8d-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-652-capa-8d-report.html","0.5","report"
"frm-mnt-002-crash-incident-report.html","../07-Forms-Records/07-FRM-MNT/frm-mnt-002-crash-incident-report.html","1","frm-522-crash-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-522-crash-report.html","0.5","crash report"
"frm-qa-007-fai-report.html","../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-651-nonconformance-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-651-nonconformance-report.html","0.5","report"
"frm-mnt-002-crash-incident-report.html","../07-Forms-Records/07-FRM-MNT/frm-mnt-002-crash-incident-report.html","1","frm-811-incident-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-811-incident-report.html","0.5","incident report"
"wi-ops-010-gs1-sscc-shipping-label-and-pack-reconciliation.html","../../../06-Work-Instructions/02-WI-OPS/wi-ops-010-gs1-sscc-shipping-label-and-pack-reconciliation.html","1","","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","0.5","gs1 sscc shipping"
"wi-ops-018-clean-packaging-and-handling.html","../06-Work-Instructions/02-WI-OPS/wi-ops-018-clean-packaging-and-handling.html","1","sop-701-receiving-packaging-handling-and-storage.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html","0.5","packaging handling"
"frm-mnt-005-machine-history-card.html","../07-Forms-Records/07-FRM-MNT/frm-mnt-005-machine-history-card.html","1","wi-516-machine-operation-quick-card.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-516-machine-operation-quick-card.html","0.5","machine card"
"frm-ops-011-setup-changeover-smed-checklist.html","../../../07-Forms-Records/08-FRM-OPS/frm-ops-011-setup-changeover-smed-checklist.html","1","frm-514-smed-changeover-sheet.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-514-smed-changeover-sheet.html","0.5","changeover smed"
"frm-cnc-001-cnc-setup-and-first-piece-verification.html","../../../07-Forms-Records/01-FRM-CNC/frm-cnc-001-cnc-setup-and-first-piece-verification.html","1","frm-511-setup-and-first-piece-record.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-511-setup-and-first-piece-record.html","0.5","setup first piece"
"sop-qms-014-communication-management.html","../../04-SOPs/sop-qms-014-communication-management.html","1","sop-902-management-review.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-902-management-review.html","0.5","management"
"frm-hr-jd-sal-03-estimator.html","../03-Job-Descriptions/06-JD-SAL/frm-hr-jd-sal-03-estimator.html","1","jd-estimator.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\06-JD-Sales\jd-estimator.html","0.5","estimator"
"frm-qms-014-access-matrix.html","../07-Forms-Records/12-FRM-QMS/frm-qms-014-access-matrix.html","1","assessment-matrix.html","C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\01-Framework\assessment-matrix.html","0.5","matrix"
"frm-qms-014-access-matrix.html","../07-Forms-Records/12-FRM-QMS/frm-qms-014-access-matrix.html","1","frm-807-skill-matrix.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-807-skill-matrix.html","0.5","matrix"
"proc-qa-004-final-inspection-coc-release.html","../../../05-Processes/11-PROC-QA/proc-qa-004-final-inspection-coc-release.html","1","frm-641-final-inspection-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-641-final-inspection-report.html","0.5","final inspection"
"frm-qms-014-access-matrix.html","../07-Forms-Records/12-FRM-QMS/frm-qms-014-access-matrix.html","1","authority-matrix.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\authority-matrix.html","0.5","matrix"
"frm-qms-014-access-matrix.html","../07-Forms-Records/12-FRM-QMS/frm-qms-014-access-matrix.html","1","frm-109-access-rights-and-dcr-matrix.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-109-access-rights-and-dcr-matrix.html","0.5","access matrix"
"proc-qa-004-final-inspection-coc-release.html","../../../05-Processes/11-PROC-QA/proc-qa-004-final-inspection-coc-release.html","1","frm-305-inspection-program-release-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\03-FRM-300\frm-305-inspection-program-release-checklist.html","0.5","inspection release"
"wi-ops-010-gs1-sscc-shipping-label-and-pack-reconciliation.html","../../06-Work-Instructions/02-WI-OPS/wi-ops-010-gs1-sscc-shipping-label-and-pack-reconciliation.html","1","","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","0.5","gs1 sscc shipping"
"proc-ops-002-finishing-and-deburr.html","../../05-Processes/08-PROC-OPS/proc-ops-002-finishing-and-deburr.html","1","jd-deburr-technician.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-technician.html","0.5","deburr"
"annex-qms-007-gs1-sscc-data-dictionary-and-pack-reconciliation.html","../../09-Annexes-References/01-ANNEX-QMS/annex-qms-007-gs1-sscc-data-dictionary-and-pack-reconciliation.html","1","","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","0.5","gs1 sscc data"
"proc-qa-003-aql-sampling-inspection-execution.html","../../05-Processes/11-PROC-QA/proc-qa-003-aql-sampling-inspection-execution.html","1","frm-621-aql-inspection-record.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-621-aql-inspection-record.html","0.5","aql inspection"
"sop-qms-013-measurement-system-management.html","../../04-SOPs/sop-qms-013-measurement-system-management.html","1","sop-602-measurement-system-analysis-msagr-r.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-602-measurement-system-analysis-msagr-r.html","0.5","measurement system"
"sop-qms-019-special-process-qualification.html","../../04-SOPs/sop-qms-019-special-process-qualification.html","1","sop-401-supplier-control-and-special-process.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-401-supplier-control-and-special-process.html","0.5","special process"
"frm-qms-014-access-matrix.html","../07-Forms-Records/12-FRM-QMS/frm-qms-014-access-matrix.html","1","training-matrix.html","C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix.html","0.5","matrix"
"frm-hr-jd-eng-02-cam-cnc-programmer.html","../03-Job-Descriptions/03-JD-ENG/frm-hr-jd-eng-02-cam-cnc-programmer.html","1","jd-cam-nc-programmer.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-cam-nc-programmer.html","0.5","cam programmer"
"frm-qa-007-fai-report.html","../../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-522-crash-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-522-crash-report.html","0.5","report"
"frm-qa-007-fai-report.html","../../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-651-nonconformance-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-651-nonconformance-report.html","0.5","report"
"frm-hr-jd-qa-03-metrology-specialist.html","../03-Job-Descriptions/04-JD-QA/frm-hr-jd-qa-03-metrology-specialist.html","1","jd-ehs-specialist.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\09-JD-EHS\jd-ehs-specialist.html","0.5","specialist"
"wi-ops-014-shop-floor-environmental-monitoring.html","../06-Work-Instructions/02-WI-OPS/wi-ops-014-shop-floor-environmental-monitoring.html","1","","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\","0.5","environmental monitoring"
"frm-qa-007-fai-report.html","../../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-811-incident-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-811-incident-report.html","0.5","report"
"frm-qms-025-interested-parties-register.html","../07-Forms-Records/12-FRM-QMS/frm-qms-025-interested-parties-register.html","1","frm-123-interested-party-requirements-register.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-123-interested-party-requirements-register.html","0.5","interested register"
"frm-qa-007-fai-report.html","../../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-652-capa-8d-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-652-capa-8d-report.html","0.5","report"
"frm-qa-007-fai-report.html","../../07-Forms-Records/11-FRM-QA/frm-qa-007-fai-report.html","1","frm-653-a3-pdca-report.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-653-a3-pdca-report.html","0.5","report"
"frm-whs-005-warehouse-location-label.html","../../../07-Forms-Records/14-FRM-WHS/frm-whs-005-warehouse-location-label.html","1","frm-705-location-label.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-705-location-label.html","0.5","location label"
"frm-mnt-001-pm-checklist.html","../../../07-Forms-Records/07-FRM-MNT/frm-mnt-001-pm-checklist.html","1","frm-521-pm-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-521-pm-checklist.html","0.5","checklist"
"frm-hr-jd-pur-01-buyer.html","../03-Job-Descriptions/05-JD-PUR/frm-hr-jd-pur-01-buyer.html","1","jd-buyer-purchasing.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-buyer-purchasing.html","0.5","buyer"
"frm-qms-014-access-matrix.html","../07-Forms-Records/12-FRM-QMS/frm-qms-014-access-matrix.html","1","annex-qms-025-authority-matrix.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-025-authority-matrix.html","0.5","matrix"
"frm-mnt-001-pm-checklist.html","../../../07-Forms-Records/07-FRM-MNT/frm-mnt-001-pm-checklist.html","1","frm-803-ojt-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-803-ojt-checklist.html","0.5","checklist"
"annex-dep-qa-001-quality.html","../02-Department-Handbooks/annex-dep-qa-001-quality.html","1","jd-quality-engineer.html","C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\04-JD-Quality\jd-quality-engineer.html","0.5","quality"
"frm-mnt-001-pm-checklist.html","../../../07-Forms-Records/07-FRM-MNT/frm-mnt-001-pm-checklist.html","1","frm-702-shipping-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-702-shipping-checklist.html","0.5","checklist"
"frm-mnt-001-pm-checklist.html","../../../07-Forms-Records/07-FRM-MNT/frm-mnt-001-pm-checklist.html","1","frm-707-packaging-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-707-packaging-checklist.html","0.5","checklist"
