"File","Line","LegacyBase","Bad","NewUrl","Target","Status"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\01-Framework\skill-matrix-bonus.html","211","frm-hr-trn-011-skill-matrix-bonus-map.html","../../../C","../../../04-Bieu-Mau/08-FRM-800/frm-809-skill-matrix-and-kpi.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-809-skill-matrix-and-kpi.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\08-C08\C08-L4.html","168","annex-qms-003-audit-evidence-pack-master.html","../../../../C","../../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\13-C13\C13-L2.html","207","frm-sal-003-customer-change-order-review.html","../../../../C","../../../../04-Bieu-Mau/02-FRM-200/frm-212-customer-change-request.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-212-customer-change-request.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\08-C08\C08-L1.html","168","annex-qms-003-audit-evidence-pack-master.html","../../../../C","../../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","195","sop-qms-002-quality-policy-objectives.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/01-SOP-100/sop-102-quality-policy-objectives-and-organizational-context.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-102-quality-policy-objectives-and-organizational-context.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","334","sop-qms-013-measurement-system-management.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/06-SOP-600/sop-602-measurement-system-analysis-msagr-r.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-602-measurement-system-analysis-msagr-r.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","543","proc-ops-002-finishing-and-deburr.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/05-SOP-500/sop-502-cnc-machining-operations.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-502-cnc-machining-operations.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","567","proc-pla-001-production-planning-and-scheduling.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/05-SOP-500/sop-501-production-planning-scheduling-and-dispatch-control.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-501-production-planning-scheduling-and-dispatch-control.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","641","proc-qa-005-process-fmea-and-control-plan-execution.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/01-SOP-100/sop-103-risk-opportunity-fmea-and-control-plan.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-103-risk-opportunity-fmea-and-control-plan.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","653","proc-qa-006-material-traceability-flow.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/04-SOP-400/sop-402-material-verification-traceability-and-counterfeit-prevention.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","700","proc-whs-002-packaging-and-labeling.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/07-SOP-700/sop-701-receiving-packaging-handling-and-storage.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","712","proc-whs-003-handling-and-preservation.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/07-SOP-700/sop-701-receiving-packaging-handling-and-storage.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-701-receiving-packaging-handling-and-storage.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","797","proc-mnt-002-preventive-maintenance-workflow.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/05-SOP-500/sop-503-tooling-maintenance-pm-and-breakdown-response.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","809","proc-mnt-003-crash-incident-response.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/05-SOP-500/sop-503-tooling-maintenance-pm-and-breakdown-response.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","821","proc-mnt-004-gage-handling-and-verification-gates.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/06-SOP-600/sop-601-calibration-and-gage-control.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-601-calibration-and-gage-control.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","832","proc-mnt-005-tool-life-management-and-replacement.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/05-SOP-500/sop-503-tooling-maintenance-pm-and-breakdown-response.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","867","proc-qa-008-surface-treatment-qualification.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/04-SOP-400/sop-401-supplier-control-and-special-process.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-401-supplier-control-and-special-process.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-026-raci-master-matrix.html","879","proc-sal-002-warranty-rma-process.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/02-SOP-200/sop-202-customer-complaint-feedback-rma-and-escape.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\15-C15\C15-L1.html","112","frm-whs-008-warehouse-storage-environment-log.html","../../../../C","../../../../04-Bieu-Mau/07-FRM-700/frm-708-environmental-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-708-environmental-log.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\15-C15\C15-L1.html","112","frm-whs-005-warehouse-location-label.html","../../../../C","../../../../04-Bieu-Mau/07-FRM-700/frm-705-location-label.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-705-location-label.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\13-C13\C13-L3.html","208","annex-pur-001-supplier-risk-model-and-scorecard-method.html","../../../../C","../../../../04-Bieu-Mau/04-FRM-400/frm-405-supplier-scorecard.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\04-FRM-400\frm-405-supplier-scorecard.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-19.html","103","frm-sal-003-customer-change-order-review.html","../../../C","../../../04-Bieu-Mau/02-FRM-200/frm-212-customer-change-request.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-212-customer-change-request.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html","99","annex-qms-006-power-automate-flows-and-approvals-spec.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/03-Reference/03-ANNEX-Digital/ref-011-power-automate-flows.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-011-power-automate-flows.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html","101","annex-qms-003-audit-evidence-pack-master.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html","102","annex-qms-007-gs1-sscc-data-dictionary-and-pack-reconciliation.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-07.html","167","frm-whs-007-packaging-checklist.html","../../../C","../../../04-Bieu-Mau/07-FRM-700/frm-707-packaging-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-707-packaging-checklist.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-07.html","209","frm-hr-trn-002-attendance-list.html","../../../C","../../../04-Bieu-Mau/08-FRM-800/frm-802-attendance-sheet.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-802-attendance-sheet.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-07.html","210","frm-hr-trn-009-quiz-template.html","../../../C","../../../04-Bieu-Mau/08-FRM-800/frm-808-evaluation-template.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-808-evaluation-template.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-07.html","211","frm-hr-trn-010-evaluation-rubric.html","../../../C","../../../04-Bieu-Mau/08-FRM-800/frm-808-evaluation-template.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-808-evaluation-template.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C01.html","267","frm-mnt-001-pm-checklist.html","../../../C","../../../04-Bieu-Mau/05-FRM-500/frm-521-pm-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-521-pm-checklist.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-03.html","103","frm-hr-trn-007-skill-matrix-update-request.html","../../../C","../../../04-Bieu-Mau/08-FRM-800/frm-807-skill-matrix.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-807-skill-matrix.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-03.html","104","frm-hr-trn-011-skill-matrix-bonus-map.html","../../../C","../../../04-Bieu-Mau/08-FRM-800/frm-809-skill-matrix-and-kpi.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-809-skill-matrix-and-kpi.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\08-C08\C08-L3.html","168","annex-qms-003-audit-evidence-pack-master.html","../../../../C","../../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C10.html","267","frm-sal-001-rfq-intake.html","../../../C","../../../04-Bieu-Mau/02-FRM-200/frm-201-rfq-register.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-201-rfq-register.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html","127","wi-ops-010-gs1-sscc-shipping-label-and-pack-reconciliation.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/07-WI-700/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html","132","frm-whs-007-packaging-checklist.html","../../../C","../../../04-Bieu-Mau/07-FRM-700/frm-707-packaging-checklist.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-707-packaging-checklist.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html","133","annex-qms-007-gs1-sscc-data-dictionary-and-pack-reconciliation.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html","97","frm-ops-005-daily-standup-action-log.html","../../../C","../../../04-Bieu-Mau/01-FRM-100/frm-171-communication-plan-and-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-171-communication-plan-and-log.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html","99","wi-ops-007-dashboard-and-tier-meetings.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C11.html","267","frm-sal-002-customer-complaint.html","../../../C","../../../04-Bieu-Mau/02-FRM-200/frm-211-complaint-log.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-211-complaint-log.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C11.html","267","frm-sal-001-rfq-intake.html","../../../C","../../../04-Bieu-Mau/02-FRM-200/frm-201-rfq-register.html","C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-201-rfq-register.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-13.html","97","sop-qms-002-quality-policy-objectives.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/01-SOP-100/sop-102-quality-policy-objectives-and-organizational-context.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-102-quality-policy-objectives-and-organizational-context.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-13.html","743","sop-qms-002-quality-policy-objectives.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/01-SOPs/01-SOP-100/sop-102-quality-policy-objectives-and-organizational-context.html","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-102-quality-policy-objectives-and-organizational-context.html","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-16.html","224","annex-qms-003-audit-evidence-pack-master.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-16.html","230","wi-ops-007-dashboard-and-tier-meetings.html","../../../C","../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\08-C08\C08-L2.html","168","annex-qms-003-audit-evidence-pack-master.html","../../../../C","../../../../03-Tai-Lieu-Van-Hanh/02-Work-Instructions/05-WI-500/","C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","fixed"
